日時,プロダクト名,X座標,Y座標
20250524155915,ザク表,82,54
20250524155915,ザク表,83,55
20250524155915,ザク表,84,57
20250524155915,ザク表,84,58
20250524155915,ザク表,83,59
20250524155915,ザク表,82,60
