日時,プロダクト名,X座標,Y座標
20250524160031,ザク裏,124,57
20250524160031,ザク裏,128,59
20250524160031,ザク裏,129,60
20250524160031,ザク裏,130,60
20250524160031,ザク裏,131,59
20250524160031,ザク裏,132,60
20250524160031,ザク裏,134,60
20250524160031,ザク裏,133,82
