日時,プロダクト名,X座標,Y座標
20250524160503,シャア専用ザク表,90,37
20250524160503,シャア専用ザク表,96,37
20250524160503,シャア専用ザク表,95,38
20250524160503,シャア専用ザク表,95,39
20250524160503,シャア専用ザク表,94,39
