日時,プロダクト名,問題,X座標,Y座標
20250524183631,シャア専用ザク表,汚れ,89,83
20250524183631,シャア専用ザク表,汚れ,104,88
20250524183631,シャア専用ザク表,汚れ,119,77
20250524183631,シャア専用ザク表,汚れ,126,59
20250524183631,シャア専用ザク表,汚れ,129,79
