日時,プロダクト名,X座標,Y座標
20250524160735,シャア専用ザク表,146,44
20250524160735,シャア専用ザク表,148,42
20250524160735,シャア専用ザク表,174,32
20250524160735,シャア専用ザク表,177,36
20250524160735,シャア専用ザク表,176,55
20250524160735,シャア専用ザク表,179,60
20250524160735,シャア専用ザク表,177,67
20250524160735,シャア専用ザク表,204,58
20250524160735,シャア専用ザク表,216,52
20250524160735,シャア専用ザク表,211,54
20250524160735,シャア専用ザク表,205,56
