日時,プロダクト名,問題,X座標,Y座標
20250524221202,ザク表,汚れ,46,131
20250524221202,ザク表,汚れ,49,134
20250524221202,ザク表,汚れ,48,135
20250524221202,ザク表,汚れ,44,140
20250524221202,ザク表,汚れ,48,137
20250524221202,ザク表,汚れ,55,131
20250524221202,ザク表,汚れ,46,134
20250524221202,ザク表,汚れ,41,138
20250524221202,ザク表,汚れ,21,139
20250524221202,ザク表,汚れ,17,140
20250524221202,ザク表,汚れ,20,143
20250524221202,ザク表,汚れ,251,98
20250524221202,ザク表,汚れ,283,128
20250524221202,ザク表,汚れ,296,123
